P1	P2	P4	P6	P7	P3	P5	P8	P9	P10	TOTAL	gender	age	source	country
2	2	3	3	0	1	1	1	1	3	17	1	34	1	US
2	2	2	1	2	2	1	2	1	1	16	1	18	3	BE
3	2	3	2	2	1	1	2	0	1	17	2	22	1	EU
3	3	3	3	3	3	1	2	1	3	25	1	27	3	EE
2	2	2	2	2	1	2	2	1	2	18	1	34	1	CA
3	3	3	2	2	2	3	0	1	1	20	1	32	1	RU
3	3	1	1	1	1	2	1	2	2	17	2	30	3	CH
2	2	2	2	2	2	2	2	1	1	18	2	27	3	GB
2	2	3	0	2	2	2	2	1	1	17	1	48	1	BE
2	2	2	2	1	2	1	1	1	3	17	2	17	3	US
2	2	2	1	1	1	1	2	1	1	14	2	35	3	GB
3	3	3	2	2	3	3	2	1	2	24	2	20	3	RU
2	2	2	1	2	3	3	3	0	3	21	2	61	3	US
2	3	2	2	2	1	2	0	1	1	16	2	18	3	US
3	3	3	2	2	2	3	0	3	3	24	2	18	3	US
2	2	2	2	2	3	2	1	2	2	20	2	31	3	US
1	2	1	1	1	1	1	1	1	1	11	2	30	3	US
0	1	1	0	0	1	0	1	0	0	4	2	18	3	US
2	1	2	0	1	1	1	1	0	0	9	2	17	1	US
1	1	0	0	0	1	0	1	0	0	4	2	18	1	US
3	3	2	2	1	1	2	1	1	3	19	2	29	1	FI
2	2	2	1	1	1	1	1	1	1	13	2	48	3	GB
3	3	2	2	2	2	3	2	1	3	23	1	29	1	ZA
2	3	2	1	1	1	1	1	1	2	15	1	43	3	US
2	2	1	2	1	2	1	2	1	2	16	2	29	1	FR
3	3	3	2	2	2	2	1	1	2	21	2	25	1	SE
2	2	2	2	2	1	2	2	1	1	17	2	34	3	GB
3	3	3	2	2	2	2	1	2	2	22	1	76	1	CR
1	1	1	1	1	1	1	1	1	0	9	2	14	1	US
3	3	2	2	2	2	2	1	1	2	20	2	22	1	GB
3	3	2	3	3	2	3	3	2	2	26	1	23	3	IL
1	2	2	0	1	1	1	0	1	1	10	1	26	1	US
3	2	2	2	2	2	3	3	3	3	25	2	20	3	US
3	3	0	1	2	2	1	1	2	1	16	2	34	3	US
2	2	2	3	3	3	3	3	3	3	27	2	43	1	US
2	2	1	1	2	2	2	0	0	1	13	2	37	3	AU
3	3	3	2	2	2	2	1	1	2	21	1	23	1	CA
2	2	1	1	2	2	2	1	0	1	14	1	40	1	US
3	3	3	2	2	0	0	1	1	1	16	2	35	3	IN
3	3	2	3	3	3	0	2	3	3	25	1	31	1	CA
2	3	3	3	3	3	2	0	2	3	24	1	44	1	IN
1	2	1	0	1	1	2	1	0	0	9	2	19	3	AU
2	3	2	2	2	3	2	2	1	1	20	1	18	3	AU
3	3	3	3	2	3	3	3	3	3	29	1	65	3	US
3	3	2	2	2	2	3	1	3	3	24	2	38	1	GB
3	3	3	3	3	2	3	3	2	2	27	2	33	1	GB
2	1	1	1	1	2	0	0	0	1	9	2	16	2	GB
3	3	2	2	2	2	2	1	1	2	20	1	40	3	GB
1	2	2	1	1	1	1	0	1	1	11	2	20	1	GB
2	3	2	1	1	2	1	3	2	1	18	1	20	1	GR
2	2	2	2	2	2	2	2	1	1	18	2	43	3	CA
1	1	1	0	1	1	2	0	0	0	7	1	27	3	CA
3	3	2	1	2	2	2	1	2	3	21	2	39	3	AU
2	3	3	2	2	2	3	1	2	1	21	2	26	1	US
3	3	3	3	3	3	3	3	3	2	29	1	18	1	RS
0	0	0	0	1	0	0	3	0	0	4	2	55	3	US
3	2	2	2	2	3	3	2	1	1	21	2	64	3	CH
2	2	1	2	3	2	2	1	1	1	17	1	22	1	US
2	2	2	1	1	2	2	1	1	1	15	2	18	1	CH
3	2	2	2	2	1	1	2	1	1	17	1	23	1	ID
1	2	1	1	0	1	2	1	0	0	9	2	24	3	US
1	1	2	1	1	1	1	2	0	1	11	2	18	1	US
3	3	3	2	3	3	2	2	3	3	27	1	18	1	US
3	3	3	3	3	3	3	3	3	3	30	2	54	1	GB
3	3	2	2	2	2	3	1	1	1	20	1	31	3	GB
2	1	2	2	2	2	2	0	1	1	15	2	28	1	GB
3	3	3	3	3	3	3	1	1	3	26	2	19	3	NL
0	1	1	1	1	0	1	1	1	1	8	1	27	1	DE
3	3	2	2	1	2	2	1	1	2	19	2	23	3	ES
2	2	1	0	1	1	1	1	0	0	9	2	26	1	SE
3	2	2	2	2	2	2	1	2	2	20	2	22	1	US
2	2	2	2	2	1	1	1	1	1	15	2	20	1	CA
2	2	2	0	1	1	1	0	1	1	11	1	22	3	US
1	1	1	1	0	1	1	0	0	0	6	1	22	1	GB
2	2	2	2	2	2	1	3	1	2	19	2	31	1	HU
2	2	2	0	0	1	1	1	0	0	9	2	19	3	AU
2	3	2	1	1	2	2	1	2	3	19	1	38	3	GB
2	2	2	3	2	1	2	0	1	1	16	2	38	1	ID
3	3	3	3	3	3	3	2	3	2	28	2	58	3	US
2	2	2	2	2	2	2	0	3	2	19	2	16	3	CA
3	3	2	3	3	3	3	0	3	3	26	2	41	3	US
1	1	2	1	1	1	1	1	1	2	12	2	32	3	US
3	3	3	3	3	3	3	0	3	3	27	2	24	1	US
0	0	0	0	0	3	3	3	3	3	15	2	34	3	HK
2	3	3	2	3	2	3	3	3	3	27	2	24	3	GB
1	1	3	0	0	0	1	2	1	0	9	2	26	3	US
1	2	0	2	0	3	0	1	0	0	9	2	63	3	CA
3	3	3	3	3	3	2	2	2	2	26	2	47	1	GB
2	2	3	0	1	1	1	0	0	0	10	2	27	1	IN
1	3	2	3	2	0	0	0	0	0	11	2	36	1	US
1	2	2	2	2	1	2	0	1	1	14	2	21	3	US
2	3	2	1	1	3	1	1	0	0	14	0	0	3	GB
3	3	3	3	3	2	2	2	3	3	27	1	17	1	GB
2	2	1	1	3	1	0	3	0	1	14	1	19	1	BR
0	1	1	1	1	1	0	1	0	0	6	1	19	1	NO
0	2	1	0	1	2	0	1	1	1	9	1	20	1	CA
2	2	2	1	1	2	1	0	0	0	11	2	23	1	IN
2	2	2	1	1	2	1	1	1	0	13	2	16	1	IN
3	2	1	1	0	1	1	1	0	0	10	1	22	1	US
2	3	2	2	2	2	2	2	1	2	20	1	24	1	CA
2	3	2	3	2	2	3	2	2	3	24	2	50	1	MX
1	3	1	0	0	2	2	0	2	1	12	2	26	3	IN
3	3	3	3	3	3	3	3	3	3	30	1	48	1	US
2	2	1	1	1	1	1	1	1	2	13	2	28	3	US
2	2	2	2	1	1	2	1	1	1	15	2	33	3	US
3	3	3	3	3	3	3	3	3	3	30	2	48	3	US
1	2	2	0	0	0	1	0	0	0	6	2	27	1	US
3	3	3	3	3	1	3	3	2	3	27	2	46	1	US
3	3	3	3	3	3	3	3	3	3	30	2	56	3	AU
1	3	0	1	0	3	1	0	0	0	9	2	58	1	US
3	3	3	3	3	3	3	3	3	3	30	1	18	1	US
3	3	2	2	2	2	2	1	1	2	20	1	31	1	DE
3	3	1	0	1	1	3	1	0	1	14	2	32	3	GB
2	2	1	2	1	0	0	1	1	0	10	2	21	3	US
3	2	3	2	2	3	2	3	3	3	26	1	18	1	AU
1	2	1	1	1	0	1	1	1	1	10	1	41	1	GR
2	2	1	1	2	2	1	0	0	1	12	1	21	3	US
2	1	3	0	0	2	0	1	0	0	9	2	19	1	CA
2	2	2	2	2	3	2	2	1	2	20	2	55	1	US
2	2	2	2	2	2	2	1	1	1	17	1	50	1	GB
1	0	1	1	1	1	2	1	0	2	10	3	18	3	DE
3	3	3	3	3	3	3	3	3	3	30	1	19	3	NO
2	2	1	1	3	2	1	0	0	1	13	1	50	3	CA
2	2	3	1	2	2	2	2	0	0	16	1	47	1	US
1	1	1	1	1	0	1	0	0	1	7	1	29	1	FI
2	2	2	2	2	2	1	1	0	1	15	2	40	3	IE
3	3	3	3	2	3	2	3	3	3	28	1	41	3	GB
1	2	1	1	0	0	0	0	0	0	5	2	22	1	US
1	3	2	1	0	3	0	0	0	0	10	1	23	3	RS
3	3	3	3	3	3	3	2	2	0	25	2	29	1	GB
3	3	3	2	1	1	1	2	1	2	19	1	25	1	US
2	2	2	2	2	2	2	2	1	1	18	2	42	1	US
3	3	3	2	2	3	2	3	2	1	24	2	22	1	US
2	2	1	1	1	1	1	1	1	2	13	1	34	3	US
3	3	1	2	2	1	1	1	2	2	18	1	56	3	PK
1	2	2	0	1	1	0	0	0	0	7	2	23	3	US
3	2	2	2	1	2	3	3	3	3	24	1	53	3	GB
2	3	0	0	0	1	1	0	0	1	8	1	18	3	US
2	3	2	2	2	2	2	0	1	0	16	2	37	1	ZA
2	2	1	0	0	0	2	0	0	0	7	2	33	1	CA
1	1	1	0	0	0	0	0	0	0	3	2	39	1	US
1	3	0	1	0	1	1	0	1	2	10	2	38	1	US
2	2	2	1	1	1	1	2	2	2	16	2	32	1	US
1	2	1	0	0	1	0	1	0	1	7	1	44	3	US
2	2	1	1	1	1	2	0	0	1	11	2	38	1	US
3	3	3	3	3	3	3	3	3	3	30	2	42	3	GB
2	2	2	1	1	0	1	1	1	1	12	1	31	1	GB
3	3	3	2	2	3	3	0	1	2	22	2	35	3	CH
2	2	1	0	1	2	2	1	1	1	13	2	34	1	GB
0	0	3	2	2	0	3	1	1	1	13	2	0	3	US
2	2	2	1	1	2	1	3	0	0	14	2	20	3	US
1	2	1	2	0	1	2	1	1	1	12	1	27	3	CA
1	1	2	1	2	2	2	1	1	1	14	1	20	1	ZA
2	2	2	1	1	1	2	1	1	0	13	2	15	3	US
0	1	0	0	1	0	0	2	0	0	4	1	37	3	US
3	3	0	1	1	2	2	1	2	2	17	2	25	3	RO
2	2	2	2	2	2	2	2	2	2	20	1	23	1	US
1	2	2	0	0	1	2	1	0	0	9	2	54	1	GB
0	1	0	0	0	0	0	3	0	0	4	1	16	1	CL
3	3	2	3	3	2	3	3	1	3	26	2	49	1	AU
2	1	0	3	3	0	0	1	1	0	11	1	44	3	NO
0	1	1	0	0	0	1	0	0	0	3	1	44	1	AU
2	3	2	2	2	3	2	2	2	3	23	2	44	1	AU
0	1	1	1	0	0	1	0	1	1	6	2	20	3	US
0	1	2	0	1	1	1	0	0	0	6	2	20	1	US
3	3	3	2	2	3	2	2	1	2	23	2	21	1	AU
2	2	2	2	2	2	2	2	2	2	20	1	22	1	RO
3	2	2	2	2	2	2	1	2	2	20	2	40	3	US
2	2	1	0	1	2	1	1	3	1	14	2	33	3	GB
3	3	3	2	2	2	2	2	2	2	23	2	49	1	US
0	0	1	1	0	1	0	2	0	0	5	2	16	1	AU
2	3	1	0	0	2	2	1	1	1	13	2	38	1	US
2	2	1	0	0	2	1	1	0	1	10	2	25	3	US
2	2	2	2	2	2	1	0	1	1	15	1	30	1	GB
2	2	2	2	2	2	2	2	2	3	21	2	54	3	US
2	2	2	2	2	2	2	2	2	2	20	2	25	1	GB
2	1	2	0	0	1	0	3	3	3	15	2	23	1	US
3	2	2	2	2	2	2	2	1	2	20	1	22	1	US
3	3	2	2	2	2	3	1	1	3	22	2	28	3	US
3	3	3	3	3	3	2	3	3	3	29	1	40	3	AU
