"","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","testelapse","T1"
"70411",4,4,3,4,4,2,4,4,2,2,4,3,2,5,4,3,3,4,4,3,3,6,7,3,5,2,5,7,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"216",68
"70412",4,5,4,2,4,5,5,4,5,5,5,4,2,4,5,5,2,4,5,3,2,3,5,5,5,1,5,2,7,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"136",82
"70413",4,3,2,3,4,4,4,2,3,4,3,4,4,3,4,4,2,3,4,3,4,5,4,3,5,3,6,3,5,5,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,"557",67
"70414",4,2,2,2,4,1,2,2,1,2,4,4,2,4,4,1,4,2,4,2,5,3,5,3,7,4,5,2,7,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"686",53
"70415",5,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,4,4,3,2,7,3,6,3,4,6,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"169",91
"70416",4,2,2,4,4,2,4,4,1,2,4,4,2,4,4,2,2,4,4,1,5,3,6,3,6,2,7,5,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"494",60
"70417",1,1,1,4,1,1,1,1,1,1,5,1,1,2,1,2,5,1,2,1,2,7,7,7,7,2,7,5,7,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"392",34
"70418",1,1,4,4,3,2,5,3,3,3,4,1,4,5,4,5,5,4,5,3,6,1,1,7,4,7,2,2,5,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"357",69
"70419",2,2,2,2,2,2,3,1,1,1,3,1,2,2,4,2,2,2,3,1,4,5,5,3,5,3,6,4,5,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"233",40
"70420",5,4,4,4,4,5,5,5,4,3,4,5,5,4,5,5,4,4,5,4,2,2,3,2,5,3,2,2,2,5,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,"169",88
"70421",4,4,5,2,3,5,5,1,1,5,3,5,3,5,1,5,4,5,3,2,2,3,4,1,5,1,3,2,3,3,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"146",71
"70422",2,4,2,5,5,4,5,3,5,2,5,4,4,5,3,5,5,3,5,4,5,2,4,6,7,5,4,1,5,7,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,"309",80
"70423",4,5,1,2,4,4,4,2,3,4,4,3,4,4,5,3,2,4,4,2,3,2,6,2,6,1,2,4,3,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"198",68
"70424",5,4,2,4,4,5,4,5,2,5,4,5,5,5,2,5,3,3,5,5,2,2,6,3,4,2,1,6,5,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,"156",82
"70425",5,5,2,5,5,3,5,5,1,4,5,5,3,5,5,5,5,4,5,5,3,6,6,6,6,1,7,5,2,5,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,"210",87
"70426",5,4,4,2,5,4,4,1,2,4,3,5,5,4,4,3,5,2,5,2,5,5,7,6,7,6,3,7,4,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"86",73
"70427",5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,2,7,3,5,2,1,6,5,6,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,"136",97
"70428",2,2,2,3,4,4,4,2,2,1,4,1,4,5,2,4,2,2,4,1,1,4,7,3,6,2,5,3,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,"96",55
"70429",3,1,4,2,4,4,4,3,3,3,4,5,4,5,3,5,4,4,5,1,3,1,4,6,5,3,4,5,6,6,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,"131",71
"70430",5,3,4,5,5,3,3,2,2,4,3,4,4,3,1,4,5,4,5,2,6,3,5,2,5,5,7,5,7,6,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,"118",71
"70431",5,5,1,5,5,5,1,5,1,1,1,5,5,5,2,1,5,5,5,4,3,5,6,6,6,2,5,6,6,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"290",72
"70432",5,5,4,5,4,5,5,5,5,5,5,4,1,5,4,2,5,5,5,4,4,2,5,2,7,1,2,1,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"180",88
"70433",1,1,1,2,1,2,2,2,1,1,5,1,1,4,1,4,5,2,5,1,7,2,7,6,6,5,7,3,7,7,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"137",43
"70434",4,4,4,1,5,5,5,2,2,4,5,2,2,4,5,4,4,4,5,1,4,2,6,7,7,3,3,6,6,7,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"221",72
"70435",5,5,4,4,4,4,5,3,4,5,5,5,3,5,5,5,5,4,4,4,3,2,7,4,3,3,5,6,6,3,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,"91",88
"70436",3,2,5,4,4,4,5,4,2,4,4,5,2,5,2,5,2,4,4,2,2,6,6,5,5,3,5,5,6,5,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,"231",72
"70437",1,4,3,2,4,2,3,5,1,1,4,1,1,3,3,5,5,1,5,1,2,3,3,3,6,3,2,4,6,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"585",55
"70438",5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,1,6,1,5,1,6,1,7,5,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"347",89
"70439",4,5,2,5,5,4,2,5,2,4,4,5,5,5,4,1,4,5,5,2,2,2,2,5,5,2,5,2,4,5,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"81",78
"70440",5,5,4,5,5,5,4,3,1,4,5,5,4,5,5,5,5,4,5,1,1,2,4,3,4,1,6,3,4,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"83",85
"70441",3,5,4,4,3,5,5,3,4,4,5,3,4,5,4,5,1,4,5,2,5,1,6,4,7,4,3,4,4,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"134",78
"70442",4,3,4,2,3,3,3,5,2,2,5,4,3,4,2,5,4,4,4,4,2,2,5,1,3,1,4,6,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"185",70
"70443",4,4,3,3,5,4,3,4,1,1,3,4,1,5,1,1,1,5,1,1,5,7,6,7,6,3,4,6,7,7,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"395",55
"70444",4,4,5,4,5,4,5,2,2,2,5,4,3,5,2,5,1,5,5,2,2,6,2,3,6,5,2,3,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"211",74
"70445",2,2,5,4,2,5,1,5,1,5,3,2,3,5,3,3,5,4,4,1,5,3,4,6,7,3,4,3,6,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"433",65
"70446",5,4,4,4,5,5,5,4,4,5,5,5,4,4,4,5,3,4,5,3,5,3,7,6,6,3,4,7,6,7,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,"125",87
"70447",1,1,2,1,2,2,4,1,1,1,2,1,1,1,1,4,1,2,5,1,5,3,6,2,7,3,7,3,3,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"135",35
"70448",3,3,3,2,4,4,4,4,2,4,5,5,4,4,4,3,2,4,5,3,1,4,6,5,5,2,6,5,6,7,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,"180",72
"70449",5,5,5,4,4,5,2,5,5,4,5,5,1,5,5,3,5,4,5,1,1,1,2,2,7,1,4,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"201",83
"70450",2,2,1,2,4,1,2,2,1,1,5,5,2,5,4,4,5,5,5,1,2,2,7,2,7,7,5,7,3,5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,"178",59
"70451",4,4,4,4,4,4,4,5,4,1,5,4,4,5,2,4,2,4,5,4,6,1,6,7,6,5,5,7,7,6,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,"283",77
"70452",5,2,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,4,1,7,4,7,4,6,3,7,7,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,"161",85
"70453",5,1,2,2,4,2,2,2,1,2,5,4,1,5,4,1,4,5,5,1,1,2,6,5,5,3,1,6,7,6,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"283",58
"70454",2,3,1,2,4,1,3,5,1,1,4,1,1,3,1,2,4,2,4,1,6,3,2,1,7,4,6,3,2,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"155",46
"70455",1,3,5,3,3,5,5,1,3,4,2,5,1,5,3,4,4,2,5,1,6,2,6,3,7,5,5,3,2,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"533",65
"70456",5,4,1,3,3,1,3,5,1,1,3,5,5,3,3,1,1,5,5,3,5,3,5,3,7,1,7,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"171",61
"70457",5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,1,7,1,7,2,5,2,5,5,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"143",94
"70458",4,4,2,2,4,1,1,1,2,3,3,3,2,3,4,4,4,4,4,2,4,5,5,6,6,2,6,3,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"709",57
"70459",4,2,4,4,4,2,4,4,1,4,5,5,4,5,4,2,4,4,1,1,6,7,7,7,6,2,6,4,7,7,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,"118",68
"70460",5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,3,5,5,3,3,7,3,4,7,7,5,7,5,3,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"120",90
"70461",2,4,3,2,3,3,4,2,2,4,4,4,2,2,4,4,2,4,4,1,1,3,3,1,6,1,3,2,2,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"437",60
"70462",2,4,4,5,4,4,4,2,1,2,2,5,4,3,1,4,4,4,4,1,1,5,3,1,5,2,5,3,2,7,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,"158",64
"70463",1,2,1,3,1,1,2,3,1,1,3,2,1,1,2,4,1,1,5,1,5,4,6,5,7,4,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"160",37
"70464",5,4,5,4,4,5,5,5,3,1,5,3,5,3,4,5,3,3,5,4,1,2,4,7,7,4,2,4,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"122",81
"70465",2,4,2,5,5,2,4,5,2,4,5,2,3,5,2,4,5,5,1,1,1,1,6,2,6,1,6,2,3,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"1128",68
"70466",4,5,5,4,4,5,5,4,2,4,4,5,4,5,4,5,5,5,5,5,6,2,6,6,7,6,5,6,7,7,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,"147",89
"70467",5,4,4,5,2,4,4,4,3,5,5,3,1,5,4,5,3,4,5,1,5,5,5,2,5,7,3,3,1,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"128",76
"70468",2,3,5,1,2,5,5,2,5,2,5,2,4,1,4,5,5,4,5,1,6,3,3,4,7,6,6,1,2,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"112",68
"70469",4,5,4,5,5,2,5,5,4,1,2,5,3,5,1,4,5,3,5,5,7,7,7,3,7,6,1,3,7,5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,"272",78
"70470",3,1,2,2,5,2,1,5,1,2,5,3,4,2,5,1,3,5,5,5,7,2,6,1,7,6,7,4,3,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"233",62
"70471",3,4,1,1,1,2,5,1,1,1,5,4,1,5,1,1,5,5,4,1,7,2,3,1,7,7,6,2,3,7,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,"157",52
"70472",3,2,4,4,4,5,5,1,1,4,4,4,2,5,2,2,5,4,5,2,6,3,6,2,3,6,7,3,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"177",68
"70473",3,1,1,1,3,1,4,1,1,3,1,5,3,3,3,1,1,1,3,1,6,6,7,6,7,1,7,3,6,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"185",41
"70474",5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,4,5,3,7,1,7,6,1,3,2,7,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,"413",96
"70475",2,1,4,1,3,1,5,1,1,1,1,4,5,2,3,2,2,2,3,1,5,3,6,2,6,2,6,6,6,6,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"139",45
"70476",4,2,2,2,2,3,5,2,2,2,4,5,5,2,3,2,4,2,5,1,6,2,6,6,7,5,5,7,4,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"110",59
"70477",5,5,1,5,5,1,5,5,5,1,1,5,4,5,1,1,5,5,5,5,7,1,7,3,5,7,7,1,7,7,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,"226",75
"70478",4,5,4,3,3,4,1,1,2,1,4,1,1,3,3,4,4,2,5,3,3,6,6,5,6,5,3,7,3,7,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,"370",58
"70479",1,4,1,1,3,1,3,1,1,2,5,2,1,2,2,2,5,4,5,1,2,7,7,7,7,5,6,6,7,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,"138",47
"70480",4,2,2,3,3,4,4,4,2,3,3,2,3,4,3,4,3,2,4,2,3,5,4,2,3,1,5,3,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"216",61
"70481",4,4,2,2,5,2,4,2,1,2,4,2,2,4,4,1,2,2,4,1,3,3,3,1,6,5,5,2,5,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"188",54
"70482",3,2,3,3,3,2,2,1,1,1,3,4,1,3,2,1,1,3,2,2,1,4,4,3,2,1,4,3,3,4,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,"189",43
"70483",5,5,5,5,5,5,5,4,2,5,5,5,5,4,5,5,1,5,5,5,2,5,6,2,2,3,3,3,4,5,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,"109",91
"70484",5,5,5,5,1,5,5,1,3,1,1,3,3,5,4,5,1,5,5,5,7,2,7,7,7,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"479",73
"70485",3,1,2,4,5,4,4,1,1,2,3,1,1,2,1,4,4,2,2,1,6,3,6,6,6,2,6,3,7,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"233",48
"70486",4,3,2,2,4,5,5,3,1,4,3,4,2,3,4,3,5,2,5,2,4,4,6,4,6,5,6,4,7,3,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,"91",66
"70487",3,3,5,3,4,4,1,3,2,3,2,5,2,3,3,3,4,2,5,1,5,3,5,4,6,4,3,3,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"204",61
"70488",1,3,2,3,3,3,4,2,2,1,5,5,2,3,4,3,4,3,2,2,4,4,4,4,5,5,6,4,4,5,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"233",57
"70489",5,1,5,3,4,5,5,5,2,5,5,5,5,5,4,4,5,4,5,4,3,3,3,7,6,2,2,1,7,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"167",86
"70490",2,2,2,5,5,2,3,1,1,1,5,2,2,1,4,5,3,3,5,1,5,6,5,3,6,6,6,2,4,7,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,"119",55
"70491",3,2,2,3,1,4,5,1,1,2,5,2,4,2,4,1,5,1,5,5,1,7,6,3,7,5,5,3,5,5,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,"146",58
"70492",5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,2,7,5,5,1,1,7,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"114",97
"70493",3,1,4,1,2,2,4,4,3,3,4,5,5,4,4,5,5,5,5,2,6,3,7,3,7,7,6,7,3,7,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,"95",71
"70494",5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,3,1,3,6,1,2,1,1,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"74",94
"70495",2,2,4,4,4,2,3,2,4,2,4,5,2,4,3,5,2,3,5,2,5,5,6,6,6,5,5,4,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"135",64
"70496",2,5,4,5,4,3,3,3,5,2,2,5,5,3,2,4,3,4,5,2,4,3,2,1,6,2,5,2,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"562",71
"70497",5,5,5,5,4,4,5,4,5,4,4,5,5,5,5,4,5,5,5,1,1,7,3,6,1,1,2,6,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"112",90
"70498",2,4,2,3,4,1,1,4,1,1,5,4,4,4,2,5,4,4,5,1,6,6,6,2,7,3,7,3,2,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"2069",61
"70499",3,4,2,4,4,4,5,5,2,3,5,5,4,5,4,5,3,4,5,2,3,2,6,2,4,3,4,5,4,6,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,"198",78
"70500",2,2,4,2,2,4,4,2,1,4,3,2,2,2,2,4,1,2,5,1,5,3,6,5,6,5,5,3,6,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"207",51
