"","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","testelapse","T1"
"70887",2,2,4,4,4,2,4,4,1,1,4,5,1,4,4,2,2,1,3,1,2,3,6,6,7,3,5,3,6,6,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,"159",55
"70888",1,1,4,2,4,5,3,1,1,5,4,1,3,3,1,3,1,5,5,1,6,5,6,1,7,7,7,6,1,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"212",54
"70889",4,4,4,2,4,3,5,2,4,4,5,4,1,2,4,5,2,4,5,1,5,1,6,5,5,3,5,6,2,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"134",69
"70890",2,2,5,3,4,5,5,3,3,4,4,4,2,5,3,3,4,4,5,3,1,6,4,5,5,2,3,6,6,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"257",73
"70891",5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,6,1,7,7,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"185",88
"70892",3,3,5,4,4,1,4,5,5,3,5,4,4,4,2,4,5,3,4,4,4,4,5,7,6,1,4,7,7,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,"674",76
"70893",2,2,2,2,5,4,4,4,1,4,5,4,1,3,1,4,3,1,5,2,6,4,3,1,5,2,7,3,1,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,"125",59
"70894",4,5,1,2,5,5,5,5,1,2,5,3,2,3,5,2,1,4,4,3,2,1,6,1,6,1,7,7,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"466",67
"70895",5,5,5,5,5,5,1,4,2,5,5,1,2,2,2,4,2,5,3,2,3,2,5,5,2,2,5,4,2,7,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,"462",70
"70896",2,2,2,5,5,2,4,4,1,2,5,5,5,5,3,5,4,4,3,4,2,3,6,3,5,4,5,6,2,7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"157",72
"70897",1,1,2,2,4,2,4,1,1,2,4,2,2,3,1,5,5,2,1,1,2,3,6,5,7,5,5,6,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"179",46
"70898",1,5,4,5,4,4,5,2,2,5,5,4,3,5,2,5,5,1,2,1,7,3,6,7,4,7,3,1,7,6,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,"154",70
"70899",5,5,5,4,5,5,4,5,5,4,5,5,5,5,2,3,1,5,4,5,3,4,3,6,5,1,6,5,7,5,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,"237",87
"70900",5,1,5,5,5,5,5,4,5,5,5,5,5,5,1,5,5,4,1,5,2,6,2,2,6,2,2,3,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"757",86
"70901",1,5,1,1,4,5,2,1,1,1,3,5,4,5,5,1,1,4,5,1,1,1,7,7,1,1,6,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"204",56
"70902",5,5,4,5,5,1,5,4,4,2,5,4,4,1,3,5,5,5,5,2,2,1,6,2,5,3,2,3,1,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,"199",79
"70903",5,4,1,2,5,5,4,5,1,2,4,5,5,4,5,5,1,5,5,3,7,2,3,2,7,7,7,2,2,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"122",76
"70904",1,2,1,3,4,2,2,1,1,4,4,4,4,4,2,5,5,3,3,1,4,2,5,1,4,6,7,5,4,5,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"184",56
"70905",5,5,4,5,4,5,1,5,5,3,5,5,4,5,5,5,3,4,5,4,4,2,4,1,2,4,1,3,6,3,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,"204",87
"70906",2,3,4,2,4,5,5,3,1,2,4,4,5,3,4,3,3,5,5,1,2,2,7,7,7,1,5,7,7,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"73",68
"70907",1,1,1,2,1,1,2,1,1,1,4,1,1,2,1,4,1,1,4,3,7,6,7,6,6,6,6,7,6,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"161",34
"70908",5,2,4,2,5,5,5,4,5,2,5,5,5,5,4,5,5,5,5,5,5,1,5,1,6,7,5,3,3,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"515",88
"70909",4,5,5,3,5,3,5,4,3,5,5,5,1,5,5,5,5,4,5,4,4,1,7,7,5,5,1,5,3,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"505",86
"70910",4,4,5,4,5,3,3,5,4,4,5,5,5,5,4,5,4,4,5,4,2,2,7,2,5,3,2,6,5,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,"105",87
"70911",2,1,4,4,2,3,5,1,2,4,5,4,4,3,3,4,5,3,5,2,5,3,6,5,4,5,5,5,5,3,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,"523",66
"70912",2,2,2,1,1,2,4,1,1,1,5,1,1,5,5,5,4,5,5,1,2,7,6,7,5,1,7,7,6,7,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,"175",54
"70913",5,4,4,4,4,5,5,4,3,5,5,4,5,5,5,5,5,4,5,4,5,2,7,3,7,4,3,5,3,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"89",90
"70914",5,5,3,2,5,3,5,5,3,3,5,5,5,5,3,4,1,4,5,1,1,7,7,7,6,1,4,7,1,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"214",77
"70915",1,2,3,1,2,2,4,2,2,4,4,1,1,2,5,5,4,2,5,1,3,7,6,3,7,5,5,3,5,6,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,"108",53
"70916",4,3,2,3,5,5,5,5,2,1,1,5,5,3,5,5,5,5,5,1,4,5,1,1,7,5,6,1,1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,"108",75
"70917",1,2,3,2,3,2,4,1,1,2,4,4,1,5,2,3,4,5,3,4,1,7,5,7,6,6,6,2,5,6,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,"430",56
"70918",3,1,3,3,2,3,5,1,1,3,4,4,1,5,3,1,3,2,3,1,3,2,3,1,4,5,4,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"214",52
"70919",1,3,1,3,4,3,2,1,1,3,3,3,1,4,4,5,3,3,3,3,1,4,6,5,4,3,6,6,6,6,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,"201",54
"70920",2,3,2,3,2,2,2,2,1,2,2,3,1,4,2,5,2,4,5,2,3,2,6,1,5,2,6,2,3,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,"290",51
"70921",2,4,5,3,4,4,5,4,1,4,4,5,3,5,4,5,3,5,5,4,5,4,5,2,7,3,6,6,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,"154",79
"70922",1,1,1,2,3,1,2,1,1,1,1,4,1,2,1,4,1,1,3,1,6,6,7,3,7,1,6,7,3,6,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,"200",33
"70923",2,4,1,5,1,1,4,1,1,1,5,5,1,5,3,1,1,4,5,1,5,6,6,1,6,1,7,6,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,"387",52
"70924",3,4,4,1,1,5,5,1,4,2,5,5,1,4,4,4,2,4,5,1,4,2,6,7,6,2,6,5,7,3,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,"141",65
"70925",5,5,4,5,5,5,4,4,4,5,4,5,5,4,5,2,5,5,5,5,5,5,7,3,7,6,6,3,5,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"147",91
"70926",5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,6,7,6,1,1,7,7,7,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,"107",98
"70927",5,4,1,3,5,5,4,2,1,1,5,5,5,5,1,5,4,1,5,1,5,7,5,5,7,2,7,3,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"352",68
"70928",2,1,1,1,4,1,1,1,1,1,1,4,1,2,1,4,4,5,1,1,3,3,5,3,5,5,5,2,6,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,"87",38
"70929",5,5,5,4,3,5,4,3,3,5,5,5,5,5,4,5,5,3,5,3,6,2,7,6,6,5,6,7,7,7,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"196",87
"70930",4,4,3,2,2,3,4,1,2,3,3,4,1,2,5,5,3,5,1,2,6,3,7,5,6,4,3,7,6,4,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,"247",59
"70931",5,1,4,5,5,3,5,1,3,4,5,5,5,3,4,4,4,3,5,3,1,1,7,2,7,1,2,3,3,7,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,"164",77
"70932",5,5,2,5,5,5,5,4,4,3,5,5,5,5,4,4,2,5,5,4,6,2,6,2,4,4,2,3,3,5,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,"212",87
"70933",2,2,4,2,4,1,5,3,1,3,5,1,2,3,3,1,2,5,5,2,2,3,7,1,2,1,6,7,2,6,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,"162",56
"70934",3,3,3,4,4,5,5,2,3,4,5,4,4,5,4,5,5,5,5,5,2,3,4,5,6,3,1,3,4,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"138",83
"70935",5,5,4,5,4,5,5,4,3,4,5,5,5,5,5,4,5,4,5,4,1,1,5,2,7,1,5,6,7,7,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,"137",91
"70936",3,4,4,3,4,4,4,3,2,4,3,4,1,5,4,5,3,4,5,2,4,2,6,5,5,2,3,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"356",71
"70937",1,2,4,2,2,1,2,5,2,2,3,2,3,3,2,4,4,1,5,3,2,3,6,3,5,2,6,6,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"134",53
"70938",2,1,4,2,1,3,3,1,1,3,5,1,1,5,1,4,5,1,1,2,6,2,2,4,1,5,5,5,5,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"364",47
"70939",2,2,3,2,2,1,3,2,1,2,4,2,3,2,4,4,3,2,4,1,6,3,6,4,3,4,6,5,7,3,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,"125",49
"70940",5,5,3,5,4,5,4,3,5,3,5,5,4,4,5,5,3,5,5,2,1,3,2,3,2,1,4,3,7,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"335",85
"70941",1,1,1,1,1,1,4,1,1,4,5,1,1,2,1,1,1,1,5,1,6,7,7,6,7,3,7,7,7,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"142",35
"70942",4,4,2,2,4,2,3,4,1,2,3,4,3,3,3,2,3,3,4,4,2,7,6,3,5,2,6,6,6,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"262",60
"70943",5,5,3,5,5,4,3,5,3,4,5,5,5,5,4,5,5,1,5,5,4,1,7,7,1,1,4,7,6,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,"103",87
"70944",2,2,2,2,1,2,4,1,2,2,3,1,1,3,1,2,3,3,4,1,3,3,6,3,6,3,5,6,5,5,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,"273",42
"70945",5,4,3,5,5,1,1,4,1,1,5,5,5,5,4,1,5,4,5,1,2,1,7,3,7,7,1,2,2,7,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,"137",70
"70946",5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,2,1,1,6,3,7,1,3,6,7,7,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,"85",94
"70947",3,5,3,5,3,4,2,5,4,2,5,5,5,3,4,3,1,4,5,4,4,6,7,5,7,1,2,3,7,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"143",75
"70948",1,4,5,5,1,5,5,1,2,1,5,5,5,5,5,5,5,5,5,1,1,3,5,6,7,6,6,6,6,3,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,"162",76
"70949",2,3,3,3,4,2,5,2,2,2,3,4,4,5,4,2,5,3,3,3,5,5,4,3,5,2,5,5,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"105",64
"70950",5,4,5,5,5,5,5,4,5,4,5,5,4,5,5,4,5,4,5,5,7,3,2,1,7,7,7,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"153",94
"70951",3,4,3,4,5,2,5,4,2,1,5,5,1,5,4,2,4,4,5,5,5,3,1,2,5,5,5,1,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"194",73
"70952",2,4,3,2,2,2,4,2,2,4,4,3,4,4,4,2,5,4,4,3,6,3,3,6,7,5,6,3,6,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"201",64
"70953",1,3,4,1,1,3,4,2,1,2,3,2,4,2,1,4,1,4,5,1,2,4,5,3,6,1,6,4,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"353",49
"70954",4,1,4,5,5,5,5,1,3,5,5,4,5,5,4,4,5,5,5,5,7,1,5,2,6,3,3,3,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"168",85
"70955",5,1,5,2,4,5,5,4,5,5,5,5,1,5,4,5,1,1,5,5,5,3,6,6,5,3,5,7,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"491",78
"70956",1,3,3,1,3,1,4,1,1,1,2,2,1,3,3,2,1,5,4,1,2,3,5,3,6,3,5,5,3,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"294",43
"70957",2,3,4,4,4,3,5,1,1,1,5,5,4,5,1,4,2,2,5,3,1,3,5,6,5,1,1,5,6,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"85",64
"70958",5,4,4,3,3,2,2,4,3,1,4,5,3,4,1,4,5,4,5,5,3,3,3,6,6,1,4,1,3,5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,"197",71
"70959",2,4,3,2,2,2,1,1,1,4,4,2,1,4,2,1,3,2,1,2,7,6,5,3,5,3,6,6,4,3,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,"559",44
"70960",4,5,5,1,5,5,5,5,4,5,2,1,1,2,4,1,1,4,1,1,7,3,3,6,6,7,7,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"404",62
"70961",4,4,3,3,4,3,4,4,4,4,3,4,4,3,4,2,4,4,3,3,4,3,4,4,6,4,4,4,5,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"141",71
"70962",4,1,2,1,5,2,3,2,2,3,3,4,1,4,2,3,3,1,4,2,5,6,3,3,5,2,6,5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"715",52
"70963",5,5,3,5,3,5,5,3,4,5,5,5,5,4,5,3,3,5,5,5,4,1,7,3,6,5,7,5,3,7,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,"102",88
"70964",1,2,4,3,1,2,4,4,2,4,5,4,4,3,4,4,3,4,5,1,6,5,7,3,6,3,7,7,3,7,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,"142",64
"70965",5,5,5,3,5,5,5,4,4,5,4,4,4,5,4,4,3,4,5,1,7,2,2,7,7,5,6,1,7,5,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,"119",84
"70966",4,4,3,4,2,2,4,1,2,2,4,5,4,4,5,5,2,4,5,3,6,2,6,6,7,5,6,6,5,6,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,"302",69
"70967",5,4,4,5,5,1,5,4,3,5,5,5,5,3,4,5,4,1,5,5,2,5,7,1,6,1,6,7,6,7,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,"154",83
"70968",3,4,5,5,4,2,5,3,4,1,5,5,1,5,4,5,5,4,5,4,6,1,7,2,7,5,4,2,2,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"121",79
"70969",1,1,5,4,5,4,4,1,4,1,5,3,1,5,5,5,5,5,4,1,3,7,7,4,7,3,2,7,7,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"308",69
"70970",4,4,4,3,5,1,1,4,1,2,5,5,4,5,1,2,5,1,5,4,1,2,6,3,3,2,2,4,3,3,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,"185",66
"70971",2,4,1,2,2,2,2,4,2,4,4,4,1,4,1,2,3,4,1,4,5,5,6,3,5,4,6,4,3,4,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,"208",53
"70972",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,6,6,6,7,2,7,6,6,7,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,"97",21
"70973",3,2,4,1,3,2,1,2,1,1,5,5,1,4,1,1,1,4,3,2,4,7,6,7,7,2,7,7,7,6,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,"255",47
"70974",5,5,4,5,5,4,5,5,3,4,2,5,5,5,4,5,4,5,5,4,1,1,6,3,7,1,3,2,5,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"119",89
"70975",4,4,4,2,4,4,4,5,4,4,4,5,5,4,4,4,4,4,5,4,5,2,5,6,5,3,5,5,6,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"131",82
"70976",5,4,4,4,4,5,5,5,2,4,5,4,2,4,4,4,5,4,4,1,6,3,5,7,7,6,3,6,6,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"170",79
"70977",5,4,5,1,4,5,5,2,4,1,5,5,4,4,5,2,5,2,5,5,3,3,6,3,6,1,6,3,3,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,"230",78
"70978",2,4,4,3,3,5,5,4,2,4,5,2,2,5,5,5,4,5,5,1,4,1,5,3,5,3,4,4,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"177",75
"70979",3,5,3,5,5,3,3,5,3,1,5,5,5,5,5,5,3,5,5,1,1,3,4,1,4,1,5,6,1,4,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,"516",80
"70980",1,1,1,1,1,2,4,1,1,1,3,1,1,2,3,2,4,1,4,1,5,6,6,2,6,3,7,6,5,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"91",36
"70981",2,5,4,5,5,2,4,4,1,5,5,5,2,4,5,5,5,5,5,2,1,3,7,2,3,1,5,6,5,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"133",80
"70982",1,1,1,4,4,2,5,1,2,1,5,4,1,5,2,2,3,1,5,1,2,1,2,1,7,1,6,2,1,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,"288",51
"70983",3,4,3,5,5,3,5,4,3,5,3,5,5,3,5,2,3,4,5,3,3,4,6,4,7,3,4,2,6,5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,"163",78
"70984",5,5,3,4,5,3,5,4,2,4,3,4,4,4,4,3,3,4,5,2,5,1,7,4,7,4,2,3,7,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"102",76
"70985",5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,7,1,4,3,7,7,2,6,3,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"228",94
"70986",5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,3,5,1,4,1,1,4,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"121",99
"70987",5,4,2,2,4,3,5,3,3,3,3,2,2,4,4,3,3,3,3,4,4,6,6,3,4,4,7,3,7,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"261",65
"70988",4,4,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,4,4,2,2,2,3,2,7,2,5,2,1,7,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,"80",89
"70989",1,1,1,5,1,1,1,5,1,1,1,1,5,5,1,1,5,1,1,1,1,1,7,7,6,1,7,6,7,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"199",40
"70990",5,3,3,5,5,5,5,5,5,4,5,5,5,5,4,5,2,5,5,1,4,3,4,4,5,7,3,3,4,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"84",87
"70991",5,5,3,4,5,5,4,4,5,4,5,5,5,4,4,4,4,5,3,4,3,2,7,2,7,5,4,3,6,4,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,"176",87
"70992",3,3,4,1,4,1,2,3,1,2,2,3,3,1,2,3,2,1,4,2,6,4,6,3,5,4,6,3,5,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"192",47
"70993",5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,4,5,5,1,1,1,5,3,5,2,2,6,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"163",92
"70994",3,2,1,2,4,4,4,1,1,1,4,4,1,2,5,1,4,2,3,4,5,6,7,6,5,3,6,5,6,7,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,"294",53
"70995",4,4,1,5,5,5,5,2,2,2,5,5,5,5,4,1,5,5,5,1,5,4,6,3,6,3,6,7,5,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"143",76
"70996",4,2,1,4,3,1,1,4,1,1,4,3,1,4,3,1,3,1,5,4,6,7,6,6,7,5,6,7,6,7,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"166",51
"70997",4,4,4,5,5,4,4,5,4,2,5,4,2,5,5,4,4,4,5,5,5,3,7,2,7,3,3,3,6,7,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,"156",84
"70998",4,5,3,2,5,5,4,2,4,5,5,5,2,3,5,3,5,5,5,2,3,3,4,3,7,1,5,5,6,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"183",79
"70999",5,5,3,4,5,5,3,5,2,3,5,5,5,3,5,2,1,5,5,3,1,2,5,3,4,1,5,7,5,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"210",79
"71000",1,4,2,1,3,3,2,1,1,1,4,3,2,4,3,2,4,5,5,1,5,6,6,6,6,3,6,5,3,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"274",52
